TRAVELER_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD,PAYMENT_DT_HOUR,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION
h001325,2306190005,1,1,1,1,1,6162799737.0,네거리식당,제주특별자치도 서귀포시 서문로29번길 20,제주특별자치도 서귀포시 서귀동 320-9,4850399.0,5013010100.0,2023-06,1,21000.0,,,17,서울특별시,제주
h001326,2306280005,1,0,0,1,4,1315900388.0,제주돔베고기집,제주특별자치도 제주시 월랑로4길 6,제주특별자치도 제주시 노형동 1279-1,4848527.0,5011012200.0,2023-06,1,62000.0,보쌈 대 (몸국);공기밥,,17,강원도,제주
h001326,2306280007,1,0,0,1,4,6835600554.0,새물,제주특별자치도 제주시 애월읍 애월해안로 620,제주특별자치도 제주시 애월읍 신엄리 929-2,3349131.0,5011025326.0,2023-06,1,15500.0,새물라떼;아메리카노 ice,,18,강원도,제주
h001326,2306280010,1,0,0,1,4,6460800990.0,컬투치킨&포차 ,제주특별자치도 제주시 원당로 33,제주특별자치도 제주시 삼양일동 1662-11,3349163.0,5011011300.0,2023-06,1,61500.0,순살 마후라 반/반치킨;케이준 감자;카스;한라산,,23,강원도,제주
h001326,2306290001,1,0,0,1,4,8350301556.0,우무공항,제주특별자치도 제주시 관덕로8길 40-1,제주특별자치도 제주시 삼도이동 193-2,4847168.0,5011010600.0,2023-06,1,27200.0,커스터드;망고;초코;땅콩,,09,강원도,제주
h001326,2306290002,1,0,0,1,4,4450802153.0,닥그네할망,제주특별자치도 제주시 신성로10길 18,제주특별자치도 제주시 도남동 87-14,4848128.0,5011012900.0,2023-06,1,46000.0,접짝뼈국;고사리육개장,,11,강원도,제주
h001326,2306290008,1,0,0,1,4,6161689515.0,포도원흑돼지,제주특별자치도 제주시 1100로 3155,제주특별자치도 제주시 노형동 124-1,3020003.0,5011012200.0,2023-06,1,141000.0,,,18,강원도,제주
h001326,2306300003,1,0,0,1,4,,신제주보말칼국수,제주특별자치도 제주시 선덕로5길 19,제주특별자치도 제주시 연동 322-28,4847951.0,5011013700.0,2023-06,1,48000.0,,,13,강원도,제주
h001326,2306300005,1,0,0,1,4,3667700504.0,꿀봉동문시장점,제주특별자치도 제주시 동문로4길 7-1,제주특별자치도 제주시 일도일동 1141-3,4847601.0,5011010100.0,2023-06,3,21000.0,set 1box,,17,강원도,제주
h001326,2306300006,1,0,0,1,4,7470202585.0,미영이네,제주특별자치도 제주시 조천읍 신촌9길 53,제주특별자치도 제주시 조천읍 신촌리 2037,4848173.0,5011025921.0,2023-06,1,95000.0,,,19,강원도,제주
h001326,2307010003,1,0,0,1,4,2018121515.0,스타벅스,제주특별자치도 제주시 서해안로 624,제주특별자치도 제주시 용담삼동 1020-1,3349093.0,5011011000.0,2023-07,3,19400.0,G)제주말차애플망고;G)제주시트러스CB;주상절리파이,,12,강원도,제주
h001326,2306280009,2,0,0,1,4,8210302750.0,원당마트,제주특별자치도 제주시 선사로2길 66,제주특별자치도 제주시 삼양일동 1634-2,4847965.0,5011011300.0,2023-06,1,27100.0,테라큐팩;오리온 포카칩(오리지널);오리온 예감(오리지널);크라운 크라운산도(딸기크림치즈);농심 신라면;신)한라산,,21,강원도,제주
h001326,2307010001,2,0,0,1,4,5164500748.0,이디올래농수산,제주특별자치도 제주시 용해로 69,제주특별자치도 제주시 용담이동 881-22,3349156.0,5011010900.0,2023-07,1,4000.0,,,10,강원도,제주
h001329,2307010001,1,0,0,1,1,7602500920.0,풀베개,제주특별자치도 서귀포시 안덕면 화순서서로 492-4,제주특별자치도 서귀포시 안덕면 서광리 1756-1,3350327.0,5013031027.0,2023-07,1,11300.0,스윗풀베개;시오빵 ,,12,제주특별자치도,제주
h001329,2307010004,1,0,0,1,1,,명리동식당,제주특별자치도 제주시 한경면 녹차분재로 498,제주특별자치도 제주시 한경면 저지리 3136-1,3349232.0,5011031030.0,2023-07,1,30000.0,,,18,제주특별자치도,제주
h001329,2307020001,1,0,0,1,1,3908701499.0,오설록,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,3350197.0,5013031027.0,2023-07,1,13600.0,(IN)오설록 한라봉오프레도;(IN)오설록 제주말차소프트(컵),,11,제주특별자치도,제주
h001329,2307010002,2,0,0,1,1,2363000760.0,안녕구움,제주특별자치도 제주시 한경면 고산로 49,제주특별자치도 제주시 한경면 고산리 2726-1,3349008.0,5011031023.0,2023-07,1,4300.0,초당옥수수타르트,,15,제주특별자치도,제주
h001329,2307010003,2,0,0,1,1,5395300197.0,무명서점,제주특별자치도 제주시 한경면 고산로 26,제주특별자치도 제주시 한경면 고산리 2210-1,3349008.0,5011031023.0,2023-07,1,16000.0,,,16,제주특별자치도,제주
h001330,2306180003,1,0,0,1,3,4112493059.0,큐티파이,제주특별자치도 제주시 애월읍 애월해안로 610,제주특별자치도 제주시 애월읍 신엄리 963,3349131.0,5011025326.0,2023-06,1,11000.0,아메리카노ICE;수플레치즈,,15,서울특별시,제주
h001330,2306180006,1,0,0,1,3,7408702131.0,주식회사 옥만이네,제주특별자치도 제주시 한림읍 한림해안로 160,제주특별자치도 제주시 한림읍 한림리 1314-29,3349211.0,5011025024.0,2023-06,1,74000.0,해물갈비찜(중);공기밥;소주;볶음밥,,21,서울특별시,제주
h001330,2306190001,1,0,0,1,3,4501200737.0,애월집,제주특별자치도 제주시 애월읍 애월해안로 690,제주특별자치도 제주시 애월읍 구엄리 1258-5,3349131.0,5011025324.0,2023-06,1,30000.0,고기국수;문어비빔국수,,12,서울특별시,제주
h001330,2306200001,1,0,0,1,3,7661200404.0,고집돌우럭,제주특별자치도 서귀포시 일주서로 879,제주특별자치도 서귀포시 색달동 2351,3349236.0,5013011900.0,2023-06,1,48000.0,런치A,,11,서울특별시,제주
h001330,2306200002,1,0,0,1,3,1498802257.0,(주)바라바라,제주특별자치도 서귀포시 중문관광로72번길 29-51,제주특별자치도 서귀포시 색달동 2822-12,4850763.0,5013011900.0,2023-06,1,16500.0,생크림팡도르;망고선셋스무디,,12,서울특별시,제주
h001330,2306200004,1,0,0,1,3,6162286289.0,덤장,제주특별자치도 서귀포시 천제연로 17,제주특별자치도 서귀포시 색달동 2119,3350258.0,5013011900.0,2023-06,1,32000.0,전복뚝배기;고등어구이;공기밥,,20,서울특별시,제주
h001330,2306210001,1,0,0,1,3,6162987424.0,수두리보말칼국수,제주특별자치도 서귀포시 천제연로 192,제주특별자치도 서귀포시 중문동 2056-2,3350258.0,5013011200.0,2023-06,1,24000.0,,,11,서울특별시,제주
h001330,2306210005,1,0,0,1,3,2112070778.0,제주마음,제주특별자치도 제주시 원노형3길 15,제주특별자치도 제주시 노형동 914-2,4848492.0,5011012200.0,2023-06,1,63000.0,통갈치구이(중);공기밥 ,,19,서울특별시,제주
h001330,2306180004,3,0,0,1,3,2118751959.0,아르떼뮤지엄 제주,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503,3349133.0,5011025336.0,2023-06,1,34000.0,입장권,,16,서울특별시,제주
h001330,2306200002,1,0,0,2,3,1498802257.0,(주)바다바라,제주특별자치도 서귀포시 중문관광로72번길 29-51,제주특별자치도 서귀포시 색달동 2822-12,4850763.0,5013011900.0,2023-06,1,14300.0,우도땅콩크로와상;ICE바닐라라떼,,11,서울특별시,제주
h001330,2306190003,1,1,1,1,3,2038143363.0,호텔신라,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,4850763.0,5013011900.0,2023-06,1,198000.0,,,10,서울특별시,제주
h001335,2306230001,1,0,0,1,1,5927000370.0,GS25,제주특별자치도 제주시 서흘1길 28,제주특별자치도 제주시 삼양일동 1776,4847942.0,5011011300.0,2023-06,1,20200.0,칭따오캔;타이거캔;얼음컵;한라산순한;도리토스치즈맛,,19,서울특별시,제주
h001335,2306250001,1,0,0,1,1,3902501792.0,Gradual,제주특별자치도 서귀포시 대정읍 대한로 7,제주특별자치도 서귀포시 대정읍 동일리 2791,3350337.0,5013025028.0,2023-06,1,18000.0,아메리카노,,13,서울특별시,제주
h001335,2306250003,1,0,0,1,1,3032970691.0,다동뼈감탕,제주특별자치도 제주시 도남로 118,제주특별자치도 제주시 도남동 746-2,3349051.0,5011012900.0,2023-06,1,40000.0,곱창전골(소);볶음밥;사리;맥주;음료수 ,,19,서울특별시,제주
h001335,2306250004,1,0,0,1,1,3482801531.0,두둥지,제주특별자치도 제주시 광양13길 6-1,제주특별자치도 제주시 이도이동 1181-10,4847205.0,5011010400.0,2023-06,1,47000.0,오마카세 3종;둥지;산토리;양컴라면;두둥지,,23,서울특별시,제주
h001335,2306230001,1,4,4,1,1,3840301209.0,미쿠니,제주특별자치도 제주시 서흘길 41,제주특별자치도 제주시 삼양일동 1779,4847946.0,5011011300.0,2023-06,1,16400.0,초코스콘;샤브레[코코넛];I 아메리카노;I 카페라떼,,19,서울특별시,제주
h001336,2307080003,1,0,0,1,4,7758101572.0,슈닛츠,제주특별자치도 서귀포시 안덕면 동광로 265-122,제주특별자치도 서귀포시 안덕면 동광리 863-9,3350338.0,5013031028.0,2023-07,1,126600.0,필라프세트;등심파스타;뇨끼;흑돼지등심 필라;스프라이트,,13,서울특별시,제주
h001336,2307080007,1,0,0,1,4,8447500091.0,런던1972,제주특별자치도 서귀포시 일주서로 1124,제주특별자치도 서귀포시 상예동 1757-7,3349236.0,5013012000.0,2023-07,1,24000.0,스팸김밥;매콤멸추김밥;치즈김밥;소고기김밥;참치마요김밥,,17,서울특별시,제주
h001336,2307080002,2,0,0,1,4,5012829877.0,베이커블,제주특별자치도 제주시 노형7길 9-5,제주특별자치도 제주시 노형동 3800-9,4849228.0,5011012200.0,2023-07,1,61100.0,4구박스;베이콘타르트;말차에그타르트;앙버터프레첼,,12,서울특별시,제주
h001336,2307080005,2,0,0,1,4,7812700047.0,별빛옥상,제주특별자치도 서귀포시 남성로 140,제주특별자치도 서귀포시 서홍동 644-9,3350336.0,5013010600.0,2023-07,1,38000.0,프라이드치킨,,16,서울특별시,제주
h001336,2307080006,6,3,3,1,4,6168522484.0,GS25,제주특별자치도 서귀포시 안덕면 한창로 365,제주특별자치도 서귀포시 안덕면 상창리 2893,3349241.0,5013031024.0,2023-07,1,26300.0,딥액션폼클렌져;밀키스PET;마운틴블러;트레비라임;튀김우동큰사발,,20,서울특별시,제주
h001338,2306200003,1,0,0,1,2,4908501650.0,(주)예향정제주,제주특별자치도 제주시 신설로11길 2-9,제주특별자치도 제주시 아라이동 3008-5,4848121.0,5011011800.0,2023-06,1,23000.0,,,15,서울특별시,제주
h001338,2306210004,1,0,0,1,2,8717200199.0,비마이게스트,제주특별자치도 제주시 한림읍 한림로 406,제주특별자치도 제주시 한림읍 협재리 1586,3349208.0,5011025031.0,2023-06,1,38500.0,애플망고빙수,,15,서울특별시,제주
h001338,2306210007,1,0,0,1,2,1188506277.0,큰돈가 서쪽대표본점,제주특별자치도 서귀포시 대정읍 형제해안로 296,제주특별자치도 서귀포시 대정읍 상모리 126-7,3350316.0,5013025021.0,2023-06,1,136000.0,공기밥;유채꽃 비빔국수;흑돼지,,21,서울특별시,제주
h001338,2306200007,2,0,0,1,2,6806400303.0,가파도수산,제주특별자치도 서귀포시 대정읍 하모항구로6번길 22,제주특별자치도 서귀포시 대정읍 하모리 2126-11,4851190.0,5013025022.0,2023-06,1,30000.0,딱새우회;머리튀김,,17,서울특별시,제주
h001338,2306220002,2,0,0,1,2,6806400303.0,가파도수산,제주특별자치도 서귀포시 대정읍 하모항구로6번길 22,제주특별자치도 서귀포시 대정읍 하모리 2126-11,4851190.0,5013025022.0,2023-06,1,30000.0,고등어,,11,서울특별시,제주
h001338,2306200005,2,1,1,1,2,5700902214.0,모슬포에서,제주특별자치도 서귀포시 대정읍 영서중로13번길 10,제주특별자치도 서귀포시 대정읍 하모리 822-6,4851218.0,5013025022.0,2023-06,1,24000.0,,,17,서울특별시,제주
h001340,2306250004,1,0,0,1,2,1018633808.0,지지지제주흑돼지,제주특별자치도 제주시 신대로 104,제주특별자치도 제주시 연동 302-3,3349111.0,5011013700.0,2023-06,1,52000.0,칼집오겹살;항정살;비빔냉면;멸치젓 ,,21,경기도,제주
h001340,2306260002,1,0,0,1,2,2012574447.0,앤티앤스프레즐,제주특별자치도 제주시 중앙로 222,제주특별자치도 제주시 이도이동 1772-19,3349184.0,5011010400.0,2023-06,1,4500.0,시나몬 스틱,,12,경기도,제주
h001340,2306260004,1,0,0,1,2,4275900687.0,노도고등어회,제주특별자치도 제주시 서해안로 364,제주특별자치도 제주시 도두이동 681-1,3349093.0,5011012800.0,2023-06,1,99000.0,고등어+딱새우 소;회덮밥;제로콜라;밀키스,,21,경기도,제주
h001340,2306260005,1,0,0,1,2,2234300430.0,GS25,제주특별자치도 제주시 서해안로 448,제주특별자치도 제주시 용담삼동 2400,3349093.0,5011011000.0,2023-06,1,9400.0,,,21,경기도,제주
h001340,2306270003,1,0,0,1,2,6111031675.0,동문야시장,제주특별자치도 제주시 동문로4길 17,제주특별자치도 제주시 일도일동 1102-3,4847601.0,5011010100.0,2023-06,1,4000.0,,,14,경기도,제주
h001340,2306270004,1,0,0,1,2,2018121515.0,스타벅스,제주특별자치도 제주시 서해안로 624,제주특별자치도 제주시 용담삼동 1020-1,3349093.0,5011011000.0,2023-06,1,15000.0,G)제주금귤듬뿍B;G)제주쑥떡F,,15,경기도,제주
h001340,2306270001,1,0,0,2,2,8278100461.0,주식회사우진해장국,제주특별자치도 제주시 서사로 11,제주특별자치도 제주시 삼도이동 831,3349092.0,5011010600.0,2023-06,1,35000.0,빈대떡;육개장,,12,경기도,제주
h001340,2306270003,1,0,0,2,2,1588502565.0,주식회사 썸제주,제주특별자치도 제주시 동문로4길 7,제주특별자치도 제주시 일도일동 1142,4847601.0,5011010100.0,2023-06,1,7000.0,토핑주악 ,,14,경기도,제주
h001340,2306250006,2,0,0,2,2,5420402363.0,GS25,제주특별자치도 제주시 삼무로 47,제주특별자치도 제주시 연동 271-22,3349083.0,5011013700.0,2023-06,1,14850.0,포)클렌티슈20P;메디안커플세트;포카칩양파;제주삼다수;서울딸기파르페,,22,경기도,제주
h001340,2306260002,1,0,0,3,2,6162320187.0,동진,제주특별자치도 제주시 동문로4길 9,제주특별자치도 제주시 일도일동 1103,4847601.0,5011010100.0,2023-06,1,16000.0,,,14,경기도,제주
h001340,2306260002,1,0,0,4,2,6111031675.0,미미탕후루,제주특별자치도 제주시 동문로4길 17,제주특별자치도 제주시 일도일동 1102-3,4847601.0,5011010100.0,2023-06,1,4000.0,,,14,경기도,제주
h001340,2306260002,2,1,1,1,2,2138152063.0,(주)아성다이소,제주특별자치도 제주시 중앙로 213,제주특별자치도 제주시 이도이동 1176-109,3349184.0,5011010400.0,2023-06,1,8000.0,멀티형 충전케이블;경량알루미늄중봉장우산,,12,경기도,제주
h001340,2306270003,2,1,1,1,2,5011141290.0,제주농수산,제주특별자치도 제주시 동문로4길 18,제주특별자치도 제주시 일도일동 1144-7,4847601.0,5011010100.0,2023-06,1,10000.0,,,14,경기도,제주
h001340,2306270004,2,3,3,1,2,2018121515.0,스타벅스,제주특별자치도 제주시 서해안로 624,제주특별자치도 제주시 용담삼동 1020-1,3349093.0,5011011000.0,2023-06,1,13000.0,제주한라봉키체인,,15,경기도,제주
h001345,2306190002,1,0,0,1,2,4802301261.0,점점,제주특별자치도 제주시 조천읍 신촌북3길 39-3,제주특별자치도 제주시 조천읍 신촌리 2396,4848178.0,5011025921.0,2023-06,1,6500.0,제주 초당옥수수 라떼,,14,부산광역시,제주
h001345,2306190003,1,0,0,1,2,3998602649.0,(주)엠지컴퍼니,제주특별자치도 제주시 조천읍 조함해안로 356,제주특별자치도 제주시 조천읍 신흥리 15,3349182.0,5011025925.0,2023-06,1,27500.0,마늘SET;당근버거 ,,00,부산광역시,제주
h001345,2306190005,1,0,0,1,2,7541901622.0,카페치즈태비,제주특별자치도 제주시 구좌읍 행원로7길 18-9,제주특별자치도 제주시 구좌읍 행원리 610,4849099.0,5011025627.0,2023-06,1,15500.0,,,16,부산광역시,제주
h001345,2306190007,1,0,0,1,2,4060525922.0,돈이랑,제주특별자치도 서귀포시 성산읍 일출로 30,제주특별자치도 서귀포시 성산읍 고성리 331-2,3350244.0,5013025924.0,2023-06,1,84000.0,흑돼지;소주;열무국수,,21,부산광역시,제주
h001345,2306200001,1,0,0,1,2,4781001138.0,수우동,제주특별자치도 서귀포시 쇠소깍로 186,제주특별자치도 서귀포시 하효동 1298,3350171.0,5013010800.0,2023-06,1,33500.0,자작냉우동;미니돈가스 ,,11,부산광역시,제주
h001345,2306200002,1,0,0,1,2,1711601791.0,하라케케,제주특별자치도 서귀포시 속골로 29-10,제주특별자치도 서귀포시 호근동 1638-2,3350166.0,5013010400.0,2023-06,1,17000.0,아메리카노(ICE)A;피넛슈페너(ICE)A,,12,부산광역시,제주
h001345,2306200003,1,0,0,1,2,6168530913.0,허니문하우스,제주특별자치도 서귀포시 칠십리로 228-13,제주특별자치도 서귀포시 토평동 511,3350263.0,5013011100.0,2023-06,1,10000.0,블루베리 요거트 스무디 ,,13,부산광역시,제주
h001345,2306200004,1,0,0,1,2,5011170801.0,오는정김밥,제주특별자치도 서귀포시 동문동로 2,제주특별자치도 서귀포시 서귀동 254-6,3350064.0,5013010100.0,2023-06,1,7000.0,,,15,부산광역시,제주
h001345,2306210002,1,0,0,1,2,6146800323.0,면주막,제주특별자치도 제주시 조천읍 번영로 1143,제주특별자치도 제주시 조천읍 와흘리 125-7,3349234.0,5011025922.0,2023-06,1,18000.0,고기;고기비빔,,11,부산광역시,제주
h001345,2306210005,1,0,0,1,2,5758701483.0,카페진정성,제주특별자치도 제주시 서해안로 124,제주특별자치도 제주시 이호일동 322,3349093.0,5011012500.0,2023-06,1,12000.0,ICE아메리카노;ICE돌체라떼,,13,부산광역시,제주
h001345,2306200006,2,0,0,1,2,3062470074.0,제주벨미(서귀포올레시장점),제주특별자치도 서귀포시 이중섭로 1,제주특별자치도 서귀포시 서귀동 406-15,3350238.0,5013010100.0,2023-06,1,6000.0,마농,,16,부산광역시,제주
h001345,2306210003,2,0,0,1,2,5016318425.0,빵귿,제주특별자치도 제주시 구남동6길 45-1,제주특별자치도 제주시 이도이동 2026-18,4847228.0,5011010400.0,2023-06,1,10300.0,바브카;시오빵;봉투(소) ,,11,부산광역시,제주
h001345,2306200005,3,0,0,1,2,6160104017.0,석부작테마공원,제주특별자치도 서귀포시 일주동로 8941,제주특별자치도 서귀포시 호근동 569-2,3349235.0,5013010400.0,2023-06,1,12000.0,,,15,부산광역시,제주
h001345,2306200006,2,0,0,2,2,5149428786.0,몬딱,제주특별자치도 서귀포시 중앙로54번길 42,제주특별자치도 서귀포시 서귀동 276-1,4850827.0,5013010100.0,2023-06,1,10000.0,,,16,부산광역시,제주
h001345,2306200006,2,0,0,3,2,6163101211.0,마농치킨중앙통닭3호점,제주특별자치도 서귀포시 중앙로62번길 23,제주특별자치도 서귀포시 서귀동 279-6,4850829.0,5013010100.0,2023-06,1,20000.0,,,16,부산광역시,제주
h001354,2306200003,1,0,0,1,1,3225800589.0,반디파스타,제주특별자치도 제주시 조천읍 조함해안로 528,제주특별자치도 제주시 조천읍 함덕리 1004-29,3349182.0,5011025924.0,2023-06,1,35000.0,해산물크림파스타;제주청귤에이드,,15,부산광역시,제주
h001354,2306210001,1,0,0,1,1,8224600655.0,담백,제주특별자치도 제주시 구좌읍 해맞이해안로 518,제주특별자치도 제주시 구좌읍 행원리 1518-2,3349242.0,5011025627.0,2023-06,1,17000.0,갈치솥밥,,11,부산광역시,제주
h001354,2306210002,1,0,0,1,1,8723301080.0,백수당,제주특별자치도 제주시 구좌읍 월정1길 63,제주특별자치도 제주시 구좌읍 월정리 408-1,4848560.0,5011025626.0,2023-06,1,17500.0,월당라떼;곶감반반,,12,부산광역시,제주
h001354,2306210006,1,0,0,1,1,5094400632.0,상상함덕점,제주특별자치도 제주시 조천읍 신북로 487,제주특별자치도 제주시 조천읍 함덕리 1016,3349112.0,5011025924.0,2023-06,1,35000.0,제주 고등어봉초밥;딱새우 크림고로케;소주,,18,부산광역시,제주
h001354,2306220002,1,0,0,1,1,4271901040.0,회춘,제주특별자치도 제주시 조천읍 신북로 489,제주특별자치도 제주시 조천읍 함덕리 1015-1,3349112.0,5011025924.0,2023-06,1,16000.0,회춘정식단품 전,,11,부산광역시,제주
h001354,2306220003,1,0,0,1,1,4643301064.0,호다,제주특별자치도 제주시 조천읍 신북로 497,제주특별자치도 제주시 조천읍 함덕리 1240-1,3349112.0,5011025924.0,2023-06,1,11500.0,오미자에이드(ice);바닐라&튀일 ,,11,부산광역시,제주
h001354,2306200004,2,0,0,1,1,4782700699.0,제주기념품가게 올레파머스,제주특별자치도 제주시 조천읍 조함해안로 528,제주특별자치도 제주시 조천읍 함덕리 1004-29,3349182.0,5011025924.0,2023-06,1,4000.0,퐁당_한라봉 메모꽂이,,16,부산광역시,제주
h001354,2306200005,2,0,0,1,1,6850300476.0,만춘서점,제주특별자치도 제주시 조천읍 함덕로 9,제주특별자치도 제주시 조천읍 함덕리 272-35,3349217.0,5011025924.0,2023-06,1,13100.0,,,17,부산광역시,제주
h001354,2306200006,2,0,0,1,1,4052401665.0,엉클프레즐하우스,제주특별자치도 제주시 조천읍 함덕27길 18-2,제주특별자치도 제주시 조천읍 함덕리 272-4,4849048.0,5011025924.0,2023-06,1,7500.0,시나몬 프레즐;블루베리 크림치즈,,17,부산광역시,제주
h001354,2306210003,2,0,0,1,1,1501900573.0,올레파머스 월정,제주특별자치도 제주시 구좌읍 월정1길 70-4,제주특별자치도 제주시 구좌읍 월정리 557,4848560.0,5011025626.0,2023-06,1,3500.0,퐁당_안경닦이(여름);올파 01_제주 엽서,,14,부산광역시,제주
h001354,2306210004,2,0,0,1,1,2801901290.0,만두상점,제주특별자치도 제주시 조천읍 함덕남14길 6,제주특별자치도 제주시 조천읍 함덕리 290-94,4849060.0,5011025924.0,2023-06,1,54000.0,,,15,부산광역시,제주
h001354,2306210005,2,0,0,1,1,6162982259.0,유두림마트,제주특별자치도 제주시 조천읍 신북로 551,제주특별자치도 제주시 조천읍 함덕리 1002-6,3349112.0,5011025924.0,2023-06,1,33850.0,한치(제주근해);딱새우;친환경비닐봉투,,15,부산광역시,제주
h001354,2306210007,2,0,0,1,1,8890201712.0,할맥,제주특별자치도 제주시 조천읍 신북로 524-1,제주특별자치도 제주시 조천읍 함덕리 1279-2,3349112.0,5011025924.0,2023-06,1,8000.0,염통꼬치,,18,부산광역시,제주
h001354,2306220004,2,0,0,1,1,8322701285.0,다니쉬,제주특별자치도 제주시 조천읍 함덕16길 56,제주특별자치도 제주시 조천읍 함덕리 1250,4849041.0,5011025924.0,2023-06,1,6600.0,감자빵;소금빵,,12,부산광역시,제주
h001354,2306220005,2,0,0,1,1,4052401665.0,엉클프레즐하우스,제주특별자치도 제주시 조천읍 함덕27길 18-2,제주특별자치도 제주시 조천읍 함덕리 272-4,4849048.0,5011025924.0,2023-06,1,8100.0,플레인 프레즐;시나몬 프레즐,,13,부산광역시,제주
h001354,2306220006,2,0,0,1,1,5761101220.0,걸어가는 늑대들,제주특별자치도 제주시 거북새미길 65-24,제주특별자치도 제주시 오등동 1827-3,4847030.0,5011013400.0,2023-06,1,4000.0,엽서1장;마그넷;관람할인권,,15,부산광역시,제주
h001354,2306220001,6,0,0,1,1,1018302925.0,함덕우체국,제주특별자치도 제주시 조천읍 신북로 480,제주특별자치도 제주시 조천읍 함덕리 3088,3349112.0,5011025924.0,2023-06,1,12500.0,2통,,10,부산광역시,제주
h001354,2306220007,1,0,0,2,1,7182701373.0,아랑디,제주특별자치도 제주시 대동길 53,제주특별자치도 제주시 이호이동 92,4847453.0,5011012600.0,2023-06,1,7000.0,레몬 에이드,,17,부산광역시,제주
h001354,2306220008,1,0,0,2,1,2378502077.0,도도리고기국수,제주특별자치도 제주시 다호북길 109,제주특별자치도 제주시 도두이동 413-1,4847444.0,5011012800.0,2023-06,1,26000.0,고기국수;고깃반(소),,19,부산광역시,제주
h001354,2306210002,2,1,1,1,1,5708101604.0,월정스티치,제주특별자치도 제주시 구좌읍 해맞이해안로 480,제주특별자치도 제주시 구좌읍 월정리 30,3349242.0,5011025626.0,2023-06,1,19100.0,데일리에코백,,12,부산광역시,제주
h001354,2306210003,2,1,1,1,1,3609900658.0,책방오후,제주특별자치도 제주시 구좌읍 월정3길 40,제주특별자치도 제주시 구좌읍 월정리 482-5,4848561.0,5011025626.0,2023-06,1,12800.0,,,14,부산광역시,제주
h001354,2306210006,2,1,1,1,1,7388600939.0,주식회사 원시(선물고팡함덕점),제주특별자치도 제주시 조천읍 신북로 491-9,제주특별자치도 제주시 조천읍 함덕리 1020-2,3349112.0,5011025924.0,2023-06,1,15100.0,푸들인형키링(소);뽀글토끼인형키링;선물고팡봉투,,17,부산광역시,제주
h001354,2306220006,3,1,1,1,1,,걸어가는늑대들,제주특별자치도 제주시 조천읍 조함해안로 556,제주특별자치도 제주시 조천읍 함덕리 산 14-9,3349182.0,5011025924.0,2023-06,1,10000.0,전이수 갤러리 꽃은 싸우지 않는다 展 관람권,,00,부산광역시,제주
h001354,2306200004,2,2,2,1,1,8098101574.0,CJ올리브영(주),제주특별자치도 제주시 조천읍 조함해안로 522,제주특별자치도 제주시 조천읍 함덕리 1004-27,3349182.0,5011025924.0,2023-06,1,22070.0,아리얼 더 퍼펙트 클렌징 티슈;셀퓨전씨 아쿠아티카 썬스크린;종이쇼핑백(소),,16,부산광역시,제주
h001354,2306210007,2,2,2,1,1,6127200246.0,평대우유차,제주특별자치도 제주시 조천읍 신북로 551,제주특별자치도 제주시 조천읍 함덕리 1002-6,3349112.0,5011025924.0,2023-06,1,8000.0,애플망고,,18,부산광역시,제주
h001354,2306200006,2,3,3,1,1,6162982259.0,유드림마트,제주특별자치도 제주시 조천읍 신북로 551,제주특별자치도 제주시 조천읍 함덕리 1002-6,3349112.0,5011025924.0,2023-06,1,55650.0,토닉워터;풀무원컵아이스;별빛청하;백산수;한라산순한16,,18,부산광역시,제주
h001354,2306210007,2,3,3,1,1,7494000853.0,롯데리아,제주특별자치도 제주시 조천읍 조함해안로 530,제주특별자치도 제주시 조천읍 함덕리 1004-30,3349182.0,5011025924.0,2023-06,1,3200.0,화이어윙,,19,부산광역시,제주
h001354,2306220004,2,3,3,1,1,6392601092.0,사가냥,제주특별자치도 제주시 조천읍 신북로 453,제주특별자치도 제주시 조천읍 함덕리 3215-6,3349112.0,5011025924.0,2023-06,1,34500.0,사진꽃이_신혼부부냥;오렌지냥;냥(펠트)코스터;댕댕이(펠트)코스터,,13,부산광역시,제주
h001355,2306230005,1,0,0,1,2,6161286067.0,늘소담,제주특별자치도 제주시 탑동로 31-3,제주특별자치도 제주시 삼도이동 1192-12,3349197.0,5011010600.0,2023-06,1,33000.0,구쟁기톨솥밥정식;전복칼빔면 ,,15,경기도,제주
h001355,2306230006,1,0,0,1,2,7238501531.0,에이팩토리베이커리카페,제주특별자치도 제주시 탑동로 11,제주특별자치도 제주시 삼도이동 1192-17,3349197.0,5011010600.0,2023-06,1,5000.0,ICED라떼T,,15,경기도,제주
